category,title_ar,title_en,slug,active_period,school,status,note
thinkers,آرثر بيكر-ويدمان,Arthur Becker-Weidman,thk-arthurbeckerweidman,2000-present,العلاج التفاعلي النمائي الثنائي (DDP),VERIFIED,Real co-developer of Dyadic Developmental Psychotherapy with Dan Hughes.
thinkers,ألان شولتز,Alan Schultz,thk-aschultz,1990,العلاج الاجتماعي (Social Therapy),UNCERTAIN,No confirmation found connecting this name to Fred Newman/Lois Holzman's Social Therapy movement.
thinkers,آرثر شوهام,Arthur Shoham,thk-ashoham,1980-2010,br-brief-strategic-therapy,UNCERTAIN,"Search surfaced only ""Varda Shoham  a real brief-strategic-therapy researcher; no record of an Arthur Shoham."""
thinkers,[مؤسِّسو ISAP / IIJP / NIJA / Israel Society of Analytical Psychology],Founders of Israel Jungian associations,thk-aulanc,,مدرسة التحليل النفسي,UNCERTAIN,This is a collective/institutional placeholder rather than a single documented individual; the associations themselves are real but no specific person is named.
thinkers,سري أوروبندو,Sri Aurobindo,thk-aurobindo,1910-1950,علم النفس الأيورفيدي/الهندي التقليدي,VERIFIED,Real Indian philosopher/yogi (1872-1950).
thinkers,بالا جايسون,Bala Jaison,thk-bala-jaison,2005-present,التركيز (Focusing),VERIFIED,Confirmed via search: Registered Psychotherapist  Toronto  focusing-oriented psychotherapy  trained with Eugene Gendlin.
thinkers,بيرجيتّا ألاكارِ,Birgitta Alakare,thk-balakare,1984-present,الحوار المفتوح (Open Dialogue),VERIFIED,Real Finnish psychiatrist  Keropudas Hospital  Open Dialogue approach.
thinkers,باري كريمر,Barry S. Kramer,thk-barry-kramer,2010,PCIT (العلاج التفاعلي بين الوالد والطفل),UNCERTAIN,No confirmation found; PCIT's documented founder is Sheila Eyberg.
thinkers,برنت أتكينسون,Brent J. Atkinson,thk-batkinson,1985-present,العلاج الزوجي التعاوني (Collaborative Couple Therapy),VERIFIED,Real developer of neuroscience-informed Collaborative Couple Therapy.
thinkers,بوني بادنوك,Bonnie Badenoch,thk-bbadenoch,2000-present,التكامل العصبي البيني شخصي (Interpersonal Neurobiology),VERIFIED,Real author on Interpersonal Neurobiology (IPNB).
thinkers,غاستون بوييسن,Gaston Boyesen,thk-bboyesen,1970,PBSP (Pesso Boyden System Psychomotor),UNCERTAIN,No such person found; appears to conflate Gerda Boyesen (Biodynamic Psychology) with Albert Pesso/Diane Boyden-Pesso (PBSP founders).
thinkers,كارين بَد,Karen Budd,thk-bbundy,1995-present,br-pcit,VERIFIED,Confirmed via search: Karen S. Budd  PhD  Professor Emerita at DePaul University  PCIT/TCIT researcher.
thinkers,برنارد وايت,Bernard White,thk-bcwhite,1980-2010,br-dynamic-couples-family-therapy,UNCERTAIN,No independent confirmation found for this specific person in couples/family therapy literature.
thinkers,بيرنارد دانِفَر,Bernard Dannefer,thk-bdanner,1990,علم نفس الأوبونتو (Ubuntu),UNCERTAIN,No confirmation found; possibly confused with sociologist Dale Dannefer  whose work is unrelated to Ubuntu psychology.
thinkers,مايكل بينثال,Michael Benthall,thk-benthall,1990,الديانيتكس / السيانتولوجيا,UNCERTAIN,"Only found as an anonymous ""success story"" testimonial on the Church of Scientology site  not a documented theorist/historical figure."
thinkers,بِسِل فَن دِر كولك,Bessel van der Kolk,thk-besselvanderkolk,1980-present,الخبرة الجسدية (Somatic Experiencing),DUPLICATE,"Same person as thk-bvdkolk (Bessel A. van der Kolk) below; real trauma researcher  author of ""The Body Keeps the Score."""
thinkers,باربرا فريدريكسون,Barbara L. Fredrickson,thk-bfredrickson,1998-present,علم النفس الإيجابي (Seligman),VERIFIED,Real positive-psychology researcher  broaden-and-build theory.
thinkers,بيل ماثيوز,Bill Matthews,thk-bill-matthews,2015,Discernment Counseling (الاستشارة التمييزية),UNCERTAIN,No confirmation found; discernment counseling's documented founder is Bill Doherty  likely source of confusion.
thinkers,بِنْيامين كوفمان,Benjamin Kaufman,thk-bkaufman,1970-1995,العلاج بالتحويل (Conversion Therapy),VERIFIED,Confirmed via search: psychiatrist  co-founder of NARTH (1992) with Nicolosi and Socarides; license later revoked (2015).
thinkers,باري مالتزكي,Barry M. Maletzky,thk-bmaletzky,1980-2010,br-sotp,VERIFIED,Real sex-offender-treatment-program researcher.
thinkers,براوليو مونتالفو,Braulio Montalvo,thk-bmontalvo,1965-2013,العلاج الأسري البنيوي,VERIFIED,Real structural family therapist (1932-2013)  colleague of Salvador Minuchin.
thinkers,بوب مور,Bob Moore,thk-bmoore,1971,EST / Landmark Forum,UNCERTAIN,"No confirmation found connecting a ""Bob Moore"" specifically to EST/Landmark Forum's founding or leadership."
thinkers,بوب بيك,Bob Beck,thk-bobbeck,1980-2014,السيبرنتيكا النفسية (Psycho-Cybernetics),UNCERTAIN,"Psycho-Cybernetics was developed by Maxwell Maltz; the real ""Bob Beck"" documented in sources is known for an unrelated bioelectromagnetic protocol  not psycho-cybernetics."
thinkers,بيل أوهَنلون,Bill O'Hanlon,thk-bohanlon,1980-present,العلاج الزوجي التعاوني (Collaborative Couple Therapy),VERIFIED,Real solution-oriented brief therapy author.
thinkers,إيفان بوشورميني-ناجي,Ivan Boszormenyi-Nagy,thk-bosz,1960-2007,br-dynamic-couples-family-therapy,VERIFIED,Real founder of Contextual Family Therapy (1920-2007).
thinkers,برت باول,Bert Powell,thk-bpowell,1980-present,دائرة الأمان (Circle of Security),VERIFIED,Real co-founder of the Circle of Security attachment program.
thinkers,براين ألمان,Brian M. Alman,thk-brian-aleman,1985-present,أسلوب إلمان في التنويم,VERIFIED,Real hypnotherapy/self-hypnosis author.
thinkers,بريان هيوز,Brian Hug,thk-brianhug,2012,العلاج التفاعلي النمائي الثنائي (DDP),UNCERTAIN,No confirmation found in DDP literature (founders are Dan Hughes and Arthur Becker-Weidman).
thinkers,برايان وايس,Brian L. Weiss,thk-brianweiss,1980-present,إعادة الولادة,VERIFIED,"Real psychiatrist  past-life regression author (""Many Lives  Many Masters"")."
thinkers,برنارد روزن,Bernard Rosen,thk-brosen,1985,MDFT (العلاج الأسري متعدد الأبعاد),UNCERTAIN,No confirmation found; MDFT's documented founder is Howard Liddle.
thinkers,باربرا روثباوم,Barbara Olasov Rothbaum,thk-brothaum,1995-present,br-vr-therapy,VERIFIED,Real VR exposure-therapy pioneer  Emory University.
thinkers,بروس بيركنز,Bruce S. Perkins,thk-bruceperkins,2005,العلاج الحسي-الحركي (Sensorimotor Psychotherapy),UNCERTAIN,No confirmation found; Sensorimotor Psychotherapy's documented founder is Pat Ogden.
thinkers,بيرند رويغر,Bernd Rüger,thk-brueger,1990,العلاج الإيجابي عبر-الثقافي (Peseschkian),UNCERTAIN,"Search found only a differently-initialed ""Rüger U"" cited alongside Peseschkian; no confirmation of ""Bernd Rüger"" specifically."
thinkers,بِسِل فان دير كولك,Bessel A. van der Kolk,thk-bvdkolk,1984-present,علاج الصدمة العصبي,DUPLICATE,Same person as thk-besselvanderkolk above; real trauma researcher.
thinkers,بريندا فيدرهولد,Brenda K. Wiederhold,thk-bwiederhold,1998-present,br-vr-therapy,VERIFIED,Real VR-therapy researcher  Interactive Media Institute.
thinkers,كارين ألبريت,Karen Albright,thk-calbright,2000,Body-Mind Centering,UNCERTAIN,No confirmation found; Body-Mind Centering was founded by Bonnie Bainbridge Cohen.
thinkers,كامبيل پيرتون,Campbell Purton,thk-campbell-purton,2000-present,التركيز (Focusing),VERIFIED,Real focusing-oriented therapy scholar  University of East Anglia (ret.)  author on person-centred/focusing-oriented therapy.
thinkers,كارول أندرسون,Carol M. Anderson,thk-canderson,1980-present,br-psychoeducation,VERIFIED,Real psychoeducation-for-schizophrenia researcher (with Gerard Hogarty).
thinkers,تشارلز أنطاكي,Charles Antaki,thk-cantaki,1994-present,علم النفس الخطابي (Discursive Psychology),VERIFIED,Real discursive psychologist  Loughborough University.
thinkers,كارولين دالجليش,Carolyn Dalglish,thk-carolyn-dalglish,2012,br-discernment-counseling,UNCERTAIN,No confirmation found for this person in discernment-counseling literature.
thinkers,تشارلز بوردوين,Charles M. Borduin,thk-cborduin,1983-present,العلاج متعدد الأجهزة (MST),VERIFIED,Real co-developer of Multisystemic Therapy (MST) with Scott Henggeler.
thinkers,كريستين كالدويل,Christine Caldwell,thk-ccaldwell,1996-present,الجشطالت الجسدي (Naranjo),VERIFIED,Real somatic psychology scholar  Naropa University (school label loosely related; her work is body psychotherapy  not directly Naranjo's Gestalt).
thinkers,جيانفرانكو تشيكّين,Gianfranco Cecchin,thk-ccecchin,1975-2004,br-brief-strategic-therapy,VERIFIED,Real member of the Milan Systemic Therapy group (1932-2004).
thinkers,سي. ويست تشرتشمان,C. West Churchman,thk-cchurchman,1950-2004,النظرية العامة للأنظمة,VERIFIED,Real systems-theory philosopher (1913-2004).
thinkers,كارولين بيبي كوان,Carolyn Pape Cowan,thk-ccowan,1979-2015,PREP (برنامج تعزيز العلاقة والوقاية),VERIFIED,Real couples/family-transition researcher  UC Berkeley.
thinkers,كارمن دِل أورو,Carmen Dell'Oro,thk-cdello,1990-2015,الأنظمة اللغوية التعاونية,UNCERTAIN,No confirmation found; Collaborative Language Systems was developed by Harlene Anderson and Harry Goolishian.
thinkers,كريس دِنْبَره,Chris Denborough,thk-cdenborough,1990,العلاج السردي (Narrative Therapy),UNCERTAIN,"Likely confusion with David Denborough  the documented Dulwich Centre narrative therapy figure; ""Chris Denborough"" unconfirmed."
thinkers,سيسيل هيموان,Cecile Himawan,thk-cecilehimawan,2010,الأنساق الأسرية الداخلية (IFS),UNCERTAIN,No confirmation found; IFS was founded by Richard Schwartz.
thinkers,كولين غاريت,Colin Garrett,thk-cgarrett,2000,Thought Field Therapy (TFT),UNCERTAIN,No confirmation found; TFT was founded by Roger Callahan.
thinkers,تشارلز جيربر,Charles Gerber,thk-cgerber2,1990-2010,الأنظمة اللغوية التعاونية,UNCERTAIN,No confirmation found in Collaborative Language Systems literature.
thinkers,تشارلز غروب,Charles S. Grob,thk-cgrob,1985-present,العلاج بمساعدة النفسانية,VERIFIED,Real psychedelic-research psychiatrist  UCLA.
thinkers,كريستينا غروف,Christina Grof,thk-cgrof,1970-2014,التنفس الهولوتروبي,VERIFIED,Real co-founder of Holotropic Breathwork with Stanislav Grof (1941-2014).
thinkers,تشارلز غليسون,Charles Glisson,thk-charles-glisson,1990-present,br-mst,VERIFIED,Real organizational/MST researcher  University of Tennessee.
thinkers,تشارلز فولكنر,Charles Faulkner,thk-charlesfaulkner,1975-present,السيبرنتيكا النفسية (Psycho-Cybernetics),VERIFIED,Confirmed via search: real NLP author/practitioner; school label corrected — he is an NLP figure  not directly Psycho-Cybernetics (Maxwell Maltz's work).
thinkers,شيريل فيربيرن,Cheryl Fairbairn-Dunlop,thk-cherylfairbairn,1985-present,Te Whare Tapa Whā (نموذج),VERIFIED,"Name corrected: the real  documented person is Peggy (Margaret) Fairbairn-Dunlop  Pacific Studies scholar (Samoa/NZ)  not ""Cheryl."""
thinkers,كلوي مادانيس,Cloe Madanes,thk-cloemadanes,1970-present,العلاج الأسري الاستراتيجي (بالي ألتو/MRI),DUPLICATE,Same person as thk-cmadanes (Cloé Madanes) below; real strategic family therapist  worked with Jay Haley.
thinkers,كلوي مادانس,Cloé Madanes,thk-cmadanes,1975-2022,علاج التبعية-السلطة (SAR),DUPLICATE,Same person as thk-cloemadanes above.
thinkers,كاثي مالكيودي,Cathy A. Malchiodi,thk-cmalchiodi,1980-present,العلاج بالفن,VERIFIED,Real art-therapy expert and author.
thinkers,تشاندرا موهانتاي,Chandra Talpade Mohanty,thk-cmohanty,1984-present,br-intersectional-feminist,VERIFIED,Real postcolonial/intersectional feminist theorist.
thinkers,كوني ري أندرسون,Connie Rae Anderson,thk-connie-rae-anderson,2000,إعادة الولادة,UNCERTAIN,No confirmation found; documented rebirthing-therapy figures are Leonard Orr and Sondra Ray  not this name.
thinkers,كريستوفر بيترسون,Christopher Peterson,thk-cpeterson,1988-2012,العلاج القائم على القوة (Strengths-Based),VERIFIED,Real positive-psychology researcher (1950-2012)  co-author of the VIA Classification of Strengths.
thinkers,كارلو براتا,Carlo Prata,thk-cprata,1990-2015,العلاج الأسري الميلاني (Milan Systemic),VERIFIED,Real member of the original Milan Associates group.
thinkers,كلايف روبنز,Clive Robbins,thk-crobbins,1962-2011,العلاج بالموسيقى,VERIFIED,Real co-founder of Nordoff-Robbins Music Therapy (1927-2011).
thinkers,كارل روجرز,Carl R. Rogers,thk-crogers,1940-1987,حركة اللقاء الجماعي,VERIFIED,Real founder of person-centered therapy and the encounter-group movement (1902-1987).
thinkers,تشارلز شيفر,Charles E. Schaefer,thk-cschaefer,1970-present,Filial Therapy (العلاج العلائقي الوالد-الطفل),VERIFIED,Real play-therapy/filial-therapy pioneer.
thinkers,كارلوس سلوزكي,Carlos E. Sluzki,thk-csluzki,1970-present,العلاج الأسري الاستراتيجي (MRI/Palo Alto),VERIFIED,Real MRI/Palo Alto strategic family therapist.
thinkers,تشارلز سوكرايدِس,Charles W. Socarides,thk-csocarides,1960-2005,العلاج بالتحويل (Conversion Therapy),VERIFIED,Real  controversial psychoanalyst (1922-2005)  NARTH co-founder.
thinkers,كارولين ويبستر-ستراتون,Carolyn Webster-Stratton,thk-cwebster-stratton,1980-present,br-pcit,VERIFIED,"Real developer of ""The Incredible Years"" parent-training program."
thinkers,جون مارش,John Marsh,thk-cwhitaker-pt,2000,br-teacch,UNCERTAIN,"Name/slug mismatch; TEACCH's documented founder is Eric Schopler  no record found of a ""John Marsh"" in this role."
thinkers,كارل وايتيكر,Carl A. Whitaker,thk-cwhitaker,1946-1995,MDFT (العلاج الأسري متعدد الأبعاد),VERIFIED,"Real experiential/symbolic family therapy pioneer (1912-1995); school corrected — he is unrelated to MDFT (Howard Liddle's model)  should read ""Experiential/Symbolic Family Therapy."""
thinkers,تشارلز زيناه,Charles H. Zeanah,thk-czeanah,1980-present,PCIT,VERIFIED,Real infant mental health/attachment researcher  Tulane University.
thinkers,ديفيد أبرام,David Abram,thk-dabram,1996-present,العلاج البيئي/الطبيعي,VERIFIED,"Real ecopsychology philosopher  author ""The Spell of the Sensuous"" (1996)."
thinkers,دان فيشر,Dan B. Fisher,thk-dan-fisher,1995-present,br-recovery-oriented,VERIFIED,Real psychiatrist  recovery-movement leader  National Empowerment Center.
thinkers,ديب دانا,Deb Dana,thk-dana,2014-present,العلاج المستنير عصبيًا/بولفاغال,VERIFIED,Real polyvagal-informed clinician  collaborator with Stephen Porges.
thinkers,دان براون,Dan Brown,thk-danbrown-ddp,2008,العلاج التفاعلي النمائي الثنائي (DDP),UNCERTAIN,A real Daniel P. Brown (Harvard  attachment researcher) exists  but no clear independent confirmation ties him specifically to DDP.
thinkers,دانييل ليڤيسون,Danielle Levison,thk-daniellevision,1990,العلاج بالحركة والرقص,UNCERTAIN,"No confirmation found; name/slug appear garbled (""daniellevision"")."
thinkers,ديفيد إرسغ,David Erceg,thk-david-erceg,2005,br-mst,UNCERTAIN,No confirmation found in Multisystemic Therapy literature.
thinkers,ديفيد فيلدمان,David B. Feldman,thk-david-feldman,2005-present,العلاج القائم على الأمل (Snyder),VERIFIED,Real hope-theory researcher  Santa Clara University  in the Snyder tradition.
thinkers,ديفيد كراوس,David A. Krauss,thk-david-krauss,1990,العلاج بالتصوير الضوئي,UNCERTAIN,No confirmation found; documented phototherapy figures are Judy Weiser and Joel Walker.
thinkers,ديفيد ريڤ,David P. Reeve,thk-david-reeve,2010,br-sport-psychology,UNCERTAIN,No confirmation found for this specific person in sport psychology.
thinkers,ديانا باومرند,Diana Baumrind,thk-dbaumrind,1966-2018,علم نفس الطفل,VERIFIED,Real parenting-styles researcher (1927-2018).
thinkers,ديبورا بيكر,Deborah R. Becker,thk-dbecker,1995-present,br-psychiatric-rehabilitation,VERIFIED,Real IPS supported-employment researcher  Dartmouth.
thinkers,ديان بوييدن,Dianne Boyden-Pesso,thk-dboyden,1966-present,PBSP (Pesso Boyden System Psychomotor),VERIFIED,Real co-founder of PBSP with Albert Pesso.
thinkers,دِنيس كامبل,Dennise Campbell,thk-dcamp,2000,الأنظمة اللغوية التعاونية,UNCERTAIN,No confirmation found for this person in Collaborative Language Systems literature.
thinkers,دوروين كارت‌رَيت,Dorwin Cartwright,thk-dcartwright,1945-2008,الحقل الظاهراتي (Lewin),VERIFIED,Real group-dynamics researcher with Kurt Lewin (1915-2008).
thinkers,ديفيد تشامبرلين,David Chamberlain,thk-dchamberlain,1983-2014,علم النفس ما قبل الولادة (Prenatal/Perinatal Psychology),VERIFIED,"Real prenatal/perinatal psychology pioneer (1929-2014)  author ""Babies Remember Birth""; school label corrected — unrelated to Naranjo's Gestalt therapy."
thinkers,داوسون تشيرش,Dawson Church,thk-dchurch,2005-present,Thought Field Therapy (TFT),VERIFIED,Real EFT/TFT tapping-therapy researcher.
thinkers,دونالد أو. كليفتون,Donald O. Clifton,thk-dclifton,1950-2003,العلاج القائم على القوة (Strengths-Based),VERIFIED,"Real ""father of strengths psychology  Gallup/StrengthsFinder (1924-2003).
thinkers,دانيال دايموند,Daniel J. Diamond,thk-ddiamond,2000,ABFT (العلاج الأسري المرتكز على التعلق),UNCERTAIN,ABFT's documented founder is Guy S. Diamond; Daniel J. Diamond"" is unconfirmed and may be a mix-up with Guy Diamond."
thinkers,دوروثي دينرشتاين,Dorothy Dinnerstein,thk-ddinste,1976-1992,التحليل النفسي النسوي,VERIFIED,Real feminist psychoanalytic theorist (1923-1992).
thinkers,دبرا كريمر,Deborah K. Kremer,thk-deborah-kremer,2015,العلاج بالتصوير الضوئي,UNCERTAIN,No confirmation found for this person in phototherapy literature.
thinkers,ديپاك رامسوبك,Deepak Ramsubick,thk-deepak-ramsubeik,1980,علم النفس الفيدي (المستند إلى الفيد),UNCERTAIN,No confirmation found; name appears unusual/possibly garbled.
thinkers,دينيس ويتلي,Denis Waitley,thk-deniswaitley,1970-present,السيبرنتيكا النفسية (Psycho-Cybernetics),VERIFIED,Real motivational author/speaker associated with peak-performance and psycho-cybernetics-adjacent self-help work.
thinkers,ديرالد وينغ سو,Derald Wing Sue,thk-deraldwing-sue,1972-present,الاستشارات متعددة الثقافات,VERIFIED,Real multicultural-counseling scholar  Columbia University.
thinkers,ديفيد فاينشتاين,David Feinstein,thk-dfeinstein,2000-present,Thought Field Therapy (TFT),VERIFIED,Real energy-psychology researcher associated with TFT/EFT tradition.
thinkers,فرانك غولدشتاين,Frank Goldstein,thk-dhanna,1980,br-psychoeducation,UNCERTAIN,"Name/slug mismatch (slug references ""dhanna""); no independent confirmation found."
thinkers,دِنيس هوك,Dennis Fox,thk-dhook,1985-2010,علم النفس النقدي,VERIFIED,"Real critical-psychology scholar (dennisfox.net); note Arabic name (""Dennis Hook"") does not match the given English name ""Dennis Fox"" — likely a transliteration/data error  but the person (Dennis Fox) is real."
thinkers,دون جاكسون,Don D. Jackson,thk-djackson,1963-1968,العلاج الأسري الاستراتيجي (Palo Alto/MRI),VERIFIED,Real co-founder of the MRI/Palo Alto strategic family therapy approach (1920-1968).
thinkers,دانيال كانمان,Daniel Kahneman,thk-dkahneman,1974-2024,علم النفس,VERIFIED,Real Nobel-laureate psychologist (1934-2024).
thinkers,دوغلاس كناب,Douglas Knab,thk-dknab,1990,br-psychoeducation,UNCERTAIN,No confirmation found for this person in psychoeducation literature.
thinkers,دونغ ليو,Dong Liu,thk-dluo,2010,علم النفس الإيجابي الشرقي,UNCERTAIN,"No confirmation found for this person as a figure in ""Eastern positive psychology."""
thinkers,دونالد ميتشنباوم,Donald H. Meichenbaum,thk-dmeichenbaum,1969-present,العلاج المعرفي الكلاسيكي,VERIFIED,Real cognitive-behavioral therapy pioneer  developer of stress inoculation training.
thinkers,إيفا ميرسيكا,Eva Drewek-Mericka,thk-dmercieca,,البحث الظاهراتي,UNCERTAIN,No confirmation found; name appears garbled/unclear.
thinkers,كيم ميوزر,Kim T. Mueser,thk-dmueser,1985-present,br-psychoeducation,VERIFIED,Real psychoeducation/schizophrenia researcher  Boston University.
thinkers,دان أولِس,Dan Olweus,thk-dolweus,1970-2020,علاج التنمر والعدوان,VERIFIED,Real bullying-research pioneer (1931-2020).
thinkers,دونالد أتكينسون,Donald R. Atkinson,thk-donaldatkinson,1970-2010,الاستشارات متعددة الثقافات,VERIFIED,Real multicultural-counseling scholar  UC Santa Barbara.
thinkers,ديفيد باركر,David Parker,thk-dparker,1995-2015,العلاج الاجتماعي (Social Therapy),UNCERTAIN,Name too generic to verify; no clear record connecting this person to Fred Newman's Social Therapy.
thinkers,ديان بويل هيلر,Diane Poole Heller,thk-dpooleheller,1999-present,العلاج المستنير عصبيًا/بولفاغال,VERIFIED,Real attachment/trauma therapist  developer of the DARe model.
thinkers,ديان رابين,Diane Baird Rabine,thk-drabin,2010,ABFT (العلاج الأسري المرتكز على التعلق),UNCERTAIN,"No independent record found of a ""Diane Baird Rabine"" associated with ABFT; likely obscure or garbled name."
thinkers,ديفيد ك. رينولدز,David K. Reynolds,thk-dreynolds,1976-2010,Constructive Living,VERIFIED,"Real psychologist, leading Western authority on Morita therapy; founder of Constructive Living. Confirmed via Wikipedia/UH Press."
thinkers,ديفيد سبيجل,David Spiegel,thk-dspiegel,1975-present,التنويم المعرفي,VERIFIED,"Real Stanford psychiatrist, pioneer of clinical hypnosis research; confirmed."
thinkers,ديفيد واليس,David Wallis,thk-dwallis,1990-2010,العلاج السردي (Narrative Therapy),UNCERTAIN,"Only found a single co-authored 2011 Q-methodology paper on narrative therapy; not enough to confirm as a distinct notable ""thinker""."
thinkers,دونغ-وي تشن,Dong-wei Chen,thk-dwchen,,البحث الظاهراتي,UNCERTAIN,"No evidence found of a ""Dong-wei Chen"" doing phenomenological psychology research; matches found are unrelated (AI/EEG research)."
thinkers,إليزابيث ألين,Elizabeth S. Allen,thk-eallen,2000,PREP (برنامج تعزيز العلاقة والوقاية),VERIFIED,"Real, CU Denver psychologist, researcher on PREP relationship program. Confirmed."
thinkers,دونالد باير,Donald M. Baer,thk-ebaer,1968-2002,br-aba-autism,VERIFIED,"Real, co-founder of Applied Behavior Analysis (Baer, Wolf & Risley 1968). Confirmed by general knowledge."
