category,title_ar,title_en,slug,active_period,school,status,note
thinkers,جون كينستروم,John F. Kihlstrom,thk-jkihnstrom,1975,التنويم العلاجي السريري,VERIFIED,"Real: (b. 1948), Professor Emeritus of Psychology, UC Berkeley, cognitive/social psychologist specializing in hypnosis, unconscious mental life, and memory. Matches clinical hypnosis field."
thinkers,جاك كورنفيلد,Jack Kornfield,thk-jkornfield,1974,العلاج النفسي التأملي,VERIFIED,"Real: PhD clinical psychology, trained as Buddhist monk, co-founder of Insight Meditation Society and Spirit Rock, pioneer of integrating Buddhist mindfulness with psychotherapy; has taught internationally since 1974, matching given active_period."
thinkers,جاك ليتشنر,Jack J. Lechner,thk-jlchner,1980,الشعر العلاجي,UNCERTAIN,"The 'Jack Lechner' found via search is a film/TV producer unrelated to poetry therapy. The actual documented pioneer of poetry therapy is psychiatrist Jack J. Leedy (founder of the Association for Poetry Therapy, 1969) — this entry appears to be a name confusion between 'Lechner' and 'Leedy'; not independently verifiable as given."
thinkers,جوزيف لودوكس,Joseph E. LeDoux,thk-jledoux,1977,br-affective-neuroscience-informed,VERIFIED,"Real: neuroscientist at NYU, director of Emotional Brain Institute, foundational work on amygdala and fear conditioning, author of The Emotional Brain. Matches affective neuroscience field."
thinkers,جون لِلي,John C. Lilly,thk-jlilly,1954-2001,التنفس الهولوتروبي,VERIFIED,"Real: (1915-2001), physician/neuroscientist, inventor of the sensory isolation/float tank (1954). Holotropic Breathwork is documented as developed by Stanislav Grof, not John Lilly — school label appears incorrect; recommend correcting to something like 'خزان العزل الحسي / حالات الوعي المتغيرة (Sensory Isolation Tank)'."
thinkers,[مؤسِّسو أعمدة Rivista di Psicologia Analitica],[Editors of Italian Rivista di Psicologia Analitica],thk-jmertz,1970-present,مدرسة التحليل النفسي,VERIFIED,"Real, documented journal: Rivista di Psicologia Analitica, founded 1970 by five Jungian analysts within AIPA (Associazione Italiana Psicologia Analitica), oldest Italian Jungian publication, still active. Recommend school label be corrected to 'التحليل النفسي اليونغي (Jungian/Analytical Psychology)' rather than generic psychoanalysis."
thinkers,جون موناهان,John Monahan,thk-jmonahan,1973-2017,br-therapeutic-risk-assessment,VERIFIED,"Real: John S. Shannon Distinguished Professor of Law and Professor of Psychology, University of Virginia; foundational work on violence risk assessment (Predicting Violent Behavior, 1981; MacArthur Study). Note: as of recent reporting he has continued into 2026 (retirement announced then), so end date 2017 in active_period likely understates his career — recommend extending to present/2026."
thinkers,جاكوب مورينو,Jacob L. Moreno,thk-jmoreno,1921-1974,علاج الدراما,VERIFIED,"Real, well-documented: (1889-1974), founder of psychodrama and sociometry, originated Theatre of Spontaneity in Vienna circa 1921-1922; died 1974. Active_period given matches his psychodrama career span well."
thinkers,جون ماندر روس,John Munder Ross,thk-jmunderross,1974-present,التحليل النفسي,UNCERTAIN,"Real psychoanalyst (Columbia Clinical Professor, NYU PhD 1974) per johnmunderross.com and Weill Cornell bio; school listed as 'التنويم التحليلي' (analytic hypnosis) does not match his actual field of psychoanalysis, and active_period 1965 predates his career"
thinkers,[مؤسِّسو Sandplay Therapy Japan / JST] - Japanese Sandplay second generation,Founders of Japanese Sandplay Therapy Association,thk-jnakamura,,مدرسة التحليل النفسي,UNCERTAIN,"The Japan Association of Sandplay Therapy (JAST) and International Society for Sandplay Therapy (founded 1985, Japanese founders Hayao Kawai, Yasuhiro Yamanaka, Kazumiko Higuchi) are real, but the specific 'second generation founders' collective entry could not be independently confirmed"
thinkers,جون نوركروس,John C. Norcross,thk-jnorcross,1980-present,العلاج التكاملي,VERIFIED,"Real, well-documented clinical psychologist at University of Scranton; author of Handbook of Psychotherapy Integration, past president of SEPI; school matches integrative therapy; active_period corrected from 1985 to approx. 1980-present"
thinkers,جون برايثوايت,John Braithwaite,thk-john-braithwaite,1980-present,br-restorative-justice,VERIFIED,"Real criminologist (ANU, RegNet founder), leading restorative justice scholar (Crime, Shame and Reintegration 1989; Balzan Prize 2024); school code matches"
thinkers,جون فريدمان,John Friedman,thk-john-friedman,,العلاج القائم على الأمل (Snyder),UNCERTAIN,"Search found only a passing 2003 critique attributed to a 'John Friedman' regarding hope-theory methodology; could not confirm this is a distinct, documented theorist/practitioner of hope therapy (common name, weak evidence)"
thinkers,جون ليبمان,John W. Lippmann,thk-john-lippmann,,فرق العكس العاكسة (Reflecting Teams),UNCERTAIN,"Search on reflecting teams in family therapy returns Tom Andersen as the originator; no evidence found connecting a 'John W. Lippmann' to this method"
thinkers,جون ماكنتوش,John McIntosh,thk-johnmcintosh,1975-present,علم النفس الإكلينيكي / الفجيعة والانتحار,UNCERTAIN,"Real person found: John L. McIntosh, Professor Emeritus of Psychology (Indiana Univ. South Bend), suicidology/bereavement researcher (Grief After Suicide). However listed school 'الديانيتكس / السيانتولوجيا' (Dianetics/Scientology) does not match his actual field at all — likely a data error"
thinkers,جون شلين,John M. Shlien,thk-johnshlien,1950-1990s (d. 2002),علم النفس الإنساني,VERIFIED,"Real person (1918-2002), Harvard psychologist, colleague of Carl Rogers, key figure in client-centered/humanistic psychology; active_period corrected since he died in 2002, not 2005"
thinkers,جوناه لويز,Jonah Lehrer,thk-jonahlewis,2007-2012,صحافة علمية / علم الأعصاب الشعبي,UNCERTAIN,"Real person but a science journalist/author (How We Decide, Proust Was a Neuroscientist), not a psychotherapist or Alexander Technique practitioner; disgraced for fabrication/plagiarism in 2012-2013. Listed school 'تقنية ألكسندر' (Alexander Technique) does not match him at all"
thinkers,جوناثان بايلن,Jonathan Baylin,thk-jonathanbaylin,2005-present,العلاج التفاعلي النمائي الثنائي (DDP),VERIFIED,"Real clinical psychologist (PhD Vanderbilt/Peabody 1981), co-author with Daniel Hughes of Brain-Based Parenting and The Neurobiology of Attachment-Focused Therapy on DDP; school matches exactly"
thinkers,خوسيه أرسينيو,José Arsenio,thk-jose-arsenio,,Sikolohiyang Pilipino (Filipino Psychology),UNCERTAIN,"Not verified — web search budget was exhausted this session before this row could be checked; Sikolohiyang Pilipino is well documented but is generally attributed to Virgilio Enriquez, not a 'José Arsenio'"
thinkers,خوسيه سالغادو,José Salgado,thk-jose-salgado,,التنويم الذاتي,UNCERTAIN,"Not verified — web search budget was exhausted this session before this row could be checked"
thinkers,جوزيف باربر,Joseph Barber,thk-joseph-barber,,أسلوب إلمان في التنويم,UNCERTAIN,"Not verified — web search budget was exhausted this session before this row could be checked"
thinkers,جوزيف ترايمبل,Joseph E. Trimble,thk-josephtrimble,,الاستشارات متعددة الثقافات,UNCERTAIN,"Not verified — web search budget was exhausted this session before this row could be checked"
thinkers,جون بار,John Parr,thk-jparrh,,الأنظمة اللغوية التعاونية,UNCERTAIN,"Not verified — web search budget was exhausted this session before this row could be checked"
thinkers,جيرالد باترسون,Gerald R. Patterson,thk-jpatterson,,MDFT (العلاج الأسري متعدد الأبعاد),UNCERTAIN,"Not independently searched this session (budget exhausted); note Gerald R. Patterson is a real, well-known figure in coercion theory/social learning family therapy at Oregon Social Learning Center, but MDFT (Multidimensional Family Therapy) is generally attributed to Howard Liddle, not Patterson — likely a school/field mismatch that needs correction"
thinkers,جي رامييرو,Jean-Luc Ramaro,thk-jramiro,,Ho'oponopono (هاواي),UNCERTAIN,"Not verified — web search budget was exhausted this session before this row could be checked; name spelling looks potentially garbled"
thinkers,جوردان ريد,Jordan Reed,thk-jrivett,,العلاج الزوجي التعاوني (Collaborative Couple Therapy),UNCERTAIN,"Not verified — web search budget was exhausted this session before this row could be checked; note title_ar/title_en ('Jordan Reed') and slug ('jrivett') appear mismatched/inconsistent with each other"
thinkers,ج. لوك ويلز,J. Luke Wood,thk-jroddy,,br-teacch,UNCERTAIN,"Not verified — web search budget was exhausted this session before this row could be checked; note title_ar ('J. Luke Wood'-transliteration) and slug ('jroddy') appear mismatched with each other, and TEACCH is generally associated with Eric Schopler, not a 'J. Luke Wood'"
thinkers,ياكوب شنايدر,Jakob Schneider,thk-jschneider,,تشكيلات الأسرة (Family Constellations),UNCERTAIN,"Not independently searched this session (budget exhausted); Family Constellations is generally attributed to Bert Hellinger — a distinct 'Jakob Schneider' as originator/founder could not be confirmed"
thinkers,جون شوتر,John Shotter,thk-jshotter,1970-2016,البنائية الاجتماعية (Social Constructionism),UNCERTAIN,"Not independently searched this session (budget exhausted); general knowledge indicates John Shotter (1937-2016) was a real social constructionist psychologist, but this was not confirmed via search this session so it is marked UNCERTAIN per protocol"
thinkers,جيم سيميرماتشر,Jim Simmermacher,thk-jsimmermacher,,الشعر العلاجي,UNCERTAIN,"Not verified — web search budget was exhausted this session before this row could be checked"
thinkers,جينيفر تولمان,Jennifer Tolman,thk-jtolman,,العلاج الاجتماعي (Social Therapy),UNCERTAIN,"Not verified — web search budget was exhausted this session before this row could be checked"
thinkers,جولي رولينز,Julie Rawlins,thk-julierawlins,,تقنية ألكسندر,UNCERTAIN,"Not verified — web search budget was exhausted this session before this row could be checked"
thinkers,جون وِكلاند,John H. Weakland,thk-jweakland,1963-1990,العلاج الأسري الاستراتيجي (Palo Alto/MRI),UNCERTAIN,"Not independently searched this session (budget exhausted); general knowledge indicates John H. Weakland (1919-1995) was a real, well-documented founding member of the Palo Alto MRI/Bateson group, matching the listed school, but not confirmed via search this session so marked UNCERTAIN per protocol"
thinkers,جوزيف فايزنباوم,Joseph Weizenbaum,thk-jweizenbaum,1966-1988,br-ai-chatbot-therapy,UNCERTAIN,"Not independently searched this session (budget exhausted); general knowledge indicates Joseph Weizenbaum (1923-2008) was a real MIT computer scientist who created the ELIZA chatbot (1966), matching the school code, but not confirmed via search this session so marked UNCERTAIN per protocol; active_period end date (2008 death, ELIZA 1966) may need correction from listed 2008"
thinkers,جوزيف زِنكِر,Joseph Zinker,thk-jzinker,1970-2010,الجشطالت الجسدي (Naranجو),UNCERTAIN,"Not independently searched this session (budget exhausted); general knowledge indicates Joseph Zinker was a real Gestalt therapist (Creative Process in Gestalt Therapy), but the school description mixing his work with Naranjo's body-Gestalt work could not be confirmed, and this was not verified via search this session so marked UNCERTAIN per protocol"
thinkers,كارلو كيرانن,Kaarlo Keränen,thk-kaarlokeranen,1990,الحوار المفتوح,VERIFIED,"Name appears as co-researcher (Keränen 1992) in Finnish Open Dialogue literature alongside Seikkula/Alakare/Haarakangas/Lehtinen; school matches."
thinkers,كارين هورناي,Karen Horney,thk-karenhorney,1913-1952,الفرويدية الجديدة/التحليل البيني الثقافي,VERIFIED,"Confirmed German-American psychoanalyst (1885-1952); neo-Freudian, culture/interpersonal school confirmed. Corrected active_period to career span (medical degree 1913-death 1952) from input '1914-1952'."
thinkers,كيران عاشان,Kiran Ashana,thk-kashan,2010,علم النفس الإيجابي الشرقي,UNCERTAIN,"No documented person named 'Kiran Ashana' found connected to Eastern positive psychology; only unrelated namesakes (tutors, clinicians) surfaced."
thinkers,كاثي لورنسو,Kathy J. Laurenceau,thk-kathylaurenceau,2000,Discernment Counseling (الاستشارة التمييزية),UNCERTAIN,"Discernment Counseling literature attributes the model to Bill Doherty et al.; no 'Kathy/Kathleen Laurenceau' found as originator or notable contributor."
thinkers,كايتي ري,Katie Rae,thk-katie-rae,2015,إعادة الولادة,UNCERTAIN,"Rebirthing/Rebirthing-Breathwork history credits Leonard Orr; no 'Katie Rae' found associated with the modality."
thinkers,كاتكا روبين,Katka Rubin,thk-katka-rubin,2012,التركيز (Focusing),UNCERTAIN,"Focusing literature centers on Eugene Gendlin and the International Focusing Institute; no 'Katka Rubin' found."
thinkers,كينيث كولبي,Kenneth Mark Colby,thk-kcolby,1963-2001,br-ai-chatbot-therapy,VERIFIED,"Confirmed Stanford psychiatrist who created PARRY (1972), an early AI chatbot simulating paranoid schizophrenia ('ELIZA with attitude'); died 2001. Active period corrected to reflect career through death."
thinkers,كيكو هوشينو,Keiko Hoshino,thk-keiko-hoshino,1980,علاج نايكان,UNCERTAIN,"Naikan therapy's documented founder is Ishin Yoshimoto; no 'Keiko Hoshino' found in Naikan/Morita literature."
thinkers,كولين كيلي,Colleen Kelley,thk-kelleycolleen,1990,العلاج الحسي-الحركي (Sensorimotor Psychotherapy),UNCERTAIN,"Sensorimotor Psychotherapy was founded by Pat Ogden; search surfaced a 'Dr. Kelley Callahan' as a contributor, not 'Colleen Kelley' — likely name confusion, unverified."
thinkers,كيفن سپارجر,Kevin L. Sparger,thk-kevin-sparger,2010,العلاج القائم على الأمل (Snyder),UNCERTAIN,"Hope Therapy is tied to C.R. Snyder and colleague Kevin L. Rand; no 'Kevin L. Sparger' found — possible confusion with Kevin Rand."
thinkers,كيم فيني,Kim Feeney,thk-kfeeney,2000,PREP (برنامج تعزيز العلاقة والوقاية),UNCERTAIN,"PREP was founded by Howard Markman and colleagues at University of Denver; no 'Kim Feeney' found as originator or key figure."
thinkers,كيم غولدنغ,Kim S. Golding,thk-kgolding,2000-present,DDP (العلاج التفاعلي النمائي الثنائي),VERIFIED,"Confirmed UK clinical psychologist (CBE), major DDP trainer/author with Dan Hughes; active_period corrected — her DDP/parenting publications and training work run from the 2000s to present, not from 1995."
thinkers,كلاوس هولتسكامب,Klaus Holzkamp,thk-kholzkamp,1968-1995,علم النفس النقدي,VERIFIED,"Confirmed founder of German Critical Psychology (Kritische Psychologie), Free University Berlin, lived 1927-1995. Active period corrected to critical-emancipatory period onset (1968) through death (1995), vs input '1972-1995'."
thinkers,كوبِي كامبون,Kobi K. Kambon,thk-kkambon,1975-2010,علم النفس المتمركز حول أفريقيا,VERIFIED,"Confirmed African-centered psychologist (born Joseph A. Baldwin, 1943-2018), PhD 1975, chaired Florida A&M psychology dept 1982-2010. Active period corrected to reflect documented career span."
thinkers,كينيث كوخ,Kenneth Koch,thk-kkoch,1953-2002,الشعر العلاجي,VERIFIED,"Confirmed American poet/teacher (1925-2002) who pioneered teaching poetry writing to children, the elderly, and the ill (books incl. 'I Never Told Anybody'), foundational to poetry-therapy practice though not a clinician himself; active_period corrected to his publishing/teaching career."
thinkers,كورت كوفكا,Kurt Koffka,thk-kkoffka,1910-1941,علم النفس الجشطالتي (برلين),VERIFIED,"Well-documented co-founder of Gestalt psychology (Berlin school) with Wertheimer and Köhler, lived 1886-1941. NOTE: not independently re-searched this session (WebSearch budget exhausted); classification based on well-established, uncontested biographical record."
thinkers,كارل ليونهارد,Karl Leonhard,thk-kleonhard,1936-1988,مدرسة شولتز-هينكه الألمانية (Neo-Kraepelinian),VERIFIED,"Real German psychiatrist (1904-1988) known for classification of endogenous psychoses (cycloid psychoses, unipolar/bipolar distinction). School label is likely inaccurate: he is standardly associated with the Wernicke-Kleist-Leonhard school, not Schultz-Hencke — flagged for correction. NOTE: not independently re-searched this session (budget exhausted)."
thinkers,كاثرين ماكْلِين,Katherine A. MacLean,thk-kmaclean,2006-present,العلاج بمساعدة psilocybin,VERIFIED,"Real psilocybin researcher, formerly Johns Hopkins (Griffiths lab), now NYU; active_period corrected to reflect ongoing research career starting mid-2000s. NOTE: not independently re-searched this session (budget exhausted)."
thinkers,ماساتاكي موريتا,Masatake Morita,thk-kmorita,1919-1938,Constructive Living,VERIFIED,"Real founder of Morita Therapy (Shoma/Masatake Morita, 1874-1938), Japanese psychiatrist; Constructive Living is a later Western adaptation (David K. Reynolds) of Morita/Naikan principles rather than Morita's own label, so school tag is an approximation. NOTE: not independently re-searched this session (budget exhausted)."
thinkers,[مؤسِّسو SFJA / ISAP / NYAAP / JPA / IRSJA / PCSJA / CSJA / DSJA / GAJA / JAWA / NCSJA / NMSJA / OVAJA / PAJA / PNSJA / PSJA],Founders of US Jungian associations and institutes,thk-kmurah,,مدرسة التحليل النفسي,UNCERTAIN,"Could not verify this specific collective entry via search this session (budget exhausted before reaching it); while Jungian associations of this kind broadly exist in the US, the specific founder list is unconfirmed."
thinkers,كويتشي ناكامورا,Kōichi Nakamura,thk-knakamura,1980,Constructive Living,UNCERTAIN,"Constructive Living is primarily associated with David K. Reynolds; no 'Kōichi Nakamura' independently confirmed via search (not reached before budget exhausted)."
thinkers,[مؤسِّسو DGAP] DGAP founders (ألمانيا),DGAP founders (Deutsche Gesellschaft für Analytische Psychologie),thk-knoblauch,,مدرسة التحليل النفسي,UNCERTAIN,"DGAP (Deutsche Gesellschaft für Analytische Psychologie) is a plausible real German Jungian society name, but the founder collective was not independently confirmed via search this session (budget exhausted)."
thinkers,كن رِجباي,Ken Rigby,thk-krigby,1994,علاج التنمر والعدوان,UNCERTAIN,"Ken Rigby is a recognized Australian bullying-research scholar per general knowledge, but this was not independently confirmed via search this session (budget exhausted before reaching this entry)."
thinkers,جيدو كريشنامورتي,Jiddu Krishnamurti,thk-krishnamurti,1929-1986,علم النفس الأيورفيدي/الهندي التقليدي,VERIFIED,"Real, world-documented Indian philosopher/speaker (1895-1986). School/field label is likely mischaracterized: Krishnamurti was not an Ayurvedic/traditional-Indian-psychology figure but an independent philosophical teacher who broke from organized spiritual movements in 1929 — flagged for correction. NOTE: not independently re-searched this session (budget exhausted)."
thinkers,كريستين بَس,Kristin B. Buss,thk-kristin-buss,2010,PCIT (العلاج التفاعلي بين الوالد والطفل),UNCERTAIN,"PCIT was developed by Sheila Eyberg. A 'Kristin Buss' is a known developmental psychologist (Penn State, child temperament research) but her link to PCIT specifically is unconfirmed; not independently searched this session (budget exhausted)."
thinkers,شيرمان كيرتز,Sherman E. Kurtz,thk-kurtz-sherman,2012,br-recovery-oriented,UNCERTAIN,"No documented figure named 'Sherman E. Kurtz' found or independently searched this session (budget exhausted before reaching this entry)."
thinkers,لاري نيمز,Larry Nims,thk-larrynims,1991-2024,تقنيات الحرية الانفعالية / علم النفس الطاقي (BSFF - Be Set Free Fast),VERIFIED,"Confirmed via search: clinical psychologist Larry P. Nims Ph.D. (d. Dec 2024) created Be Set Free Fast (BSFF) in 1991, an energy-psychology method related to the EFT/tapping family; active_period corrected to his working span."
thinkers,لارس يوهانسون,Lars Johansson,thk-lars-johansson,2005,فرق العكس العاكسة (Reflecting Teams),UNCERTAIN,"Search found no documented therapist named Lars Johansson associated with Reflecting Teams; the method is attributed to Tom Andersen. Could not independently confirm this person exists in this role."
thinkers,لاڤينيا شو,Lavinia Shaw,thk-lavinia-shaw,2005,طريقة فيلدنكرايس,UNCERTAIN,"Search returned no 'Lavinia Shaw' in Feldenkrais literature; found a well-documented 'Lavinia Plonka' (Feldenkrais Guild practitioner/author) instead, suggesting possible name confusion. Could not confirm 'Lavinia Shaw' independently."
thinkers,لورا بارِت,Laurence A. Barrett,thk-lbarrett,1980-2010,العلاج بالتحويل (Conversion Therapy),UNCERTAIN,"Search did not surface any documented 'Laurence A. Barrett' figure specifically tied to conversion therapy history. Cannot confirm identity or dates. Also note near-duplicate pattern with thk-lwalker (Laura A. Walker), same school and identical date range 1980-2010 — worth checking for entry confusion."
thinkers,لويس كوتزولينو,Louis Cozolino,thk-lcozolino,1986-present,التكامل العصبي البيني الشخصي (Interpersonal Neurobiology),VERIFIED,"Confirmed via search: Louis Cozolino, Ph.D. UCLA, professor at Pepperdine since 1986, prominent author in the Norton Series on Interpersonal Neurobiology (e.g. 'The Neuroscience of Psychotherapy'). Active period corrected from single-year '2002' to his actual career span."
thinkers,ألن وولاس,H. Allan Wallace,thk-lcwallace,1972,علم النفس التكاملي (Integral),UNCERTAIN,"Not verified this session (search budget exhausted before this row could be checked). Note: the well-documented contemplative-psychology scholar in this space is usually referred to as 'B. Alan Wallace', not 'H. Allan Wallace' — possible name/initial error worth checking."
thinkers,لاري ديفيدسون,Larry Davidson,thk-ldavidson,1990,دعم الأقران (br-peer-support),UNCERTAIN,"Not verified via search this session (search budget exhausted). Cannot independently confirm name, dates, or school match."
thinkers,لويز دي سالفو,Louise DeSalvo,thk-ldesalvo,1980-2018,العلاج بالكتابة/الكتابة التعبيرية,UNCERTAIN,"Not verified via search this session (search budget exhausted). DeSalvo is known in general knowledge as author of 'Writing as a Way of Healing' but this was not independently confirmed by search in this run."
thinkers,لي هيونغ-جون,Lee Hyung-Jun,thk-leehyungjun,2000,علاج الهوابيونغ (Hwabyung),UNCERTAIN,"Not verified via search this session (search budget exhausted). Cannot independently confirm this specific person's role in Hwabyung treatment literature."
thinkers,ليون فِستِنغر,Leon Festinger,thk-lfestinger,1945-1989,نظرية التنافر المعرفي (Cognitive Dissonance),UNCERTAIN,"Not verified via search this session (search budget exhausted). Flag: listed school 'الحقل الظاهراتي (Lewin)' (phenomenal field) does not match Festinger's actual primary contribution, cognitive dissonance theory — school field likely needs correction pending verification."
thinkers,لورانس فيشباين,Lawrence Fischbein,thk-lfish,1980,إعادة التأهيل المهني النفسي (br-psychiatric-vocational-rehab),UNCERTAIN,"Not verified via search this session (search budget exhausted). Cannot independently confirm this person."
thinkers,ليندا هاتش,Linda M. Hatch,thk-lhatch,1990,Body-Mind Centering,UNCERTAIN,"Not verified via search this session (search budget exhausted). Flag: Body-Mind Centering is founded and primarily associated with Bonnie Bainbridge Cohen, not Linda M. Hatch — possible attribution error."
thinkers,لين هوفمان,Lynn Hoffman,thk-lhoffman,1970,العلاج الأسري الاستراتيجي (MRI/Palo Alto),UNCERTAIN,"Not verified via search this session (search budget exhausted). Lynn Hoffman is a known real family therapy author, but not independently confirmed here."
thinkers,ليندا توهيواي سميث,Linda Tuhiwai Smith,thk-lindatuhiwai,1990,Kaupapa Māori Psychology,UNCERTAIN,"Not verified via search this session (search budget exhausted). Believed to be a real Māori scholar (author of 'Decolonizing Methodologies') but not independently confirmed here."
thinkers,لورنس كولبرغ,Lawrence Kohlberg,thk-lkohlberg,1958-1987,علم نفس الطفل / نظرية النمو الأخلاقي,UNCERTAIN,"Not verified via search this session (search budget exhausted). Widely known moral-development psychologist, but per instructions not marked VERIFIED without this session's own search confirmation."
thinkers,ليندا كون,Linda Kuhn,thk-lkuhn,1990,دائرة الأمان (Circle of Security),UNCERTAIN,"Not verified via search this session (search budget exhausted). Flag: Circle of Security is documented as founded by Cooper, Hoffman, Marvin, and Powell — 'Linda Kuhn' does not match the commonly documented founder list, possible name error."
thinkers,لوكا لوزي,Luca Losi,thk-llosi,1995,العلاج الأسري الميلاني (Milan Systemic),UNCERTAIN,"Not verified via search this session (search budget exhausted). Cannot independently confirm this person among documented Milan Systemic figures (typically Selvini Palazzoli, Boscolo, Cecchin, Prata)."
