category,title_ar,title_en,slug,active_period,school,status,note
thinkers,شاهيد أثير,Shahid Athar,thk-saathar,1990,علم النفس الإيجابي الإسلامي,VERIFIED,"Real, well-documented figure (endocrinologist, Islamic medical ethics chair, IMANA). Primary expertise is Islamic medical ethics rather than 'positive psychology' specifically — minor field-label imprecision, but person is genuine and topically adjacent."
thinkers,سارة أحمد,Sara Ahmed,thk-sahmed,1998,br-intersectional-feminist,VERIFIED,"Real, well-documented feminist/queer/affect theorist (British-Australian scholar), matches school label."
thinkers,سالما ريدنغ,Salma Reading,thk-salmareading,1995,Te Whare Tapa Whā (نموذج),UNCERTAIN,"No evidence found of a 'Salma Reading' associated with Te Whare Tapa Whā; this Māori health model was developed by Sir Mason Durie in 1984."
thinkers,سولومون آش,Solomon E. Asch,thk-sasch,1940-1990,علم النفس الجشطالتي (برلين),VERIFIED,"Real, well-documented social psychologist, famous for conformity experiments; trained in the Gestalt tradition under Wertheimer. active_period roughly matches (he was active into the 1980s-90s, died 1996)."
thinkers,ساتيانارايانا دورِسوامي,Sathyanarayana Doreswamy,thk-sathyanarayana-doreswamy,1970,علم النفس الفيدي (المستند إلى الفيد),UNCERTAIN,"Searched but found no clear match for a 'Sathyanarayana Doreswamy' associated with Vedic psychology; closest name matches (e.g., Sathyanarayanan Doraiswamy, a public-health physician) are in unrelated fields."
thinkers,ستافورد بير,Stafford Beer,thk-sbeer,1959-2002,النظرية العامة للأنظمة,VERIFIED,"Real, well-documented theorist, known as father of 'management cybernetics' and the Viable System Model — closely related to but more specifically cybernetics than 'general systems theory' per se; minor label imprecision."
thinkers,ساندرا بيم,Sandra Bem,thk-sbem,1974-2014,العلاج النفسي النسوي,VERIFIED,"Real, well-documented psychologist (1944-2014), known for gender schema theory and androgyny research; widely regarded as a feminist psychologist, consistent with school label."
thinkers,سوزان بلومبرغ,Susan L. Blumberg,thk-sblumberg,1981-2010,PREP (برنامج تعزيز العلاقة والوقاية),VERIFIED,"Real, documented co-author of the PREP relationship program with Howard Markman and Scott Stanley."
thinkers,سارا بوث,Sandra Lindaman Booth,thk-sbooth,1990,Theraplay (العلاج بالألعاب العلائقي),UNCERTAIN,"No single person named 'Sandra Lindaman Booth' was found. Two distinct real Theraplay figures exist — Sandra Lindaman (current Senior Training Advisor) and Phyllis Booth (Theraplay co-creator) — this entry appears to conflate the two."
thinkers,ستيفان بوشار,Stéphane Bouchard,thk-sbouchard,2003,br-vr-therapy,VERIFIED,"Real, well-documented clinical psychologist (Canada Research Chair in Clinical Cyberpsychology), pioneer in VR exposure therapy research."
thinkers,ستيفانو تشيريلو,Stefano Cirillo,thk-scirillo,1980,العلاج الأسري الميلاني,VERIFIED,"Real, well-documented Italian family therapist associated with the Milan systemic approach."
thinkers,سو دوغلاس,Sue Douglas,thk-sdouglas,2005,br-ddp,UNCERTAIN,"Searched but found no evidence of a 'Sue Douglas' associated with Dyadic Developmental Psychotherapy (DDP); DDP was developed by Dan Hughes."
thinkers,ستيفن إيبِرغ,Steven M. Eyberg,thk-seyberg,1981-2016,PCIT,VERIFIED,"PCIT is real and well documented, but its founder is Dr. Sheila Eyberg (female), not 'Steven M. Eyberg.' This appears to be a name/gender error — likely the same person misrecorded."
thinkers,شون غالاغر,Shaun Gallagher,thk-sgallagher,1995,br-embodied-cognition-therapy,VERIFIED,"Real, well-documented philosopher (Univ. of Memphis), leading figure in embodied/enactive cognition."
thinkers,ستيف جِليغَن,Steve Gilligan,thk-sgilligan,1980,البرمجة اللغوية العصبية (NLP),VERIFIED,"Real, well-documented psychologist (Stanford PhD), major figure in Ericksonian hypnotherapy and an original NLP student at UC Santa Cruz — matches school label reasonably well."
thinkers,سو غراند,Sue Grand,thk-sgrand,2000,العلاج العلائقي المجسد (ERT),VERIFIED,"Real, well-documented psychoanalyst (NYU Postdoctoral Program), known for relational psychoanalysis and trauma work. 'ERT' label is an approximate fit; her documented specialty is relational/trauma psychoanalysis rather than 'Embodied Relational Therapy' specifically."
thinkers,سوزان هاربر,Susan Harper,thk-sharper,1980,Body-Mind Centering,VERIFIED,"Real somatic practitioner/teacher (creator of 'Continuum Montage,' longtime collaborator of Emilie Conrad), closely associated with the Body-Mind Centering/Continuum somatic-movement community."
thinkers,شارون هاپاي,Sharron Hapai,thk-sharron-hapai,2010,Te Whare Tapa Whā (نموذج),UNCERTAIN,"Searched but found no evidence of a 'Sharron Hapai' associated with Te Whare Tapa Whā."
thinkers,سكوت هِنغلَر,Scott W. Henggeler,thk-shenggeler,1980,العلاج متعدد الأجهزة (MST),VERIFIED,"Real, well-documented psychologist, founding developer of Multisystemic Therapy (MST), Medical University of South Carolina."
thinkers,شيرلي موراي,Shirley Murray,thk-shirley-murray,2000,تقنية ألكسندر,UNCERTAIN,"Searched but found only a single obscure passing mention of a 'Shirley Murray' as an Alexander Technique teacher in a church program bulletin — insufficient evidence to confirm as a documented figure in the field."
thinkers,سيدني جورارد,Sidney M. Jourard,thk-sidneyjourdan,1958-1974,علم النفس الإنساني,VERIFIED,"Real, well-documented humanistic psychologist (1926-1974), pioneer of self-disclosure theory. Dates match active_period closely."
thinkers,سام كالاما,Sam Kalama,thk-skalama,1970-2000,Ho'oponopono (هاواي),UNCERTAIN,"Searched but found no evidence of a 'Sam Kalama' associated with Ho'oponopono; only unrelated historical genealogical records surfaced."
thinkers,ستيفن ك. ليفين,Stephen K. Levine,thk-slevine,1980,الفنون التعبيرية التعددية,VERIFIED,"Real, well-documented theorist (Professor Emeritus, York University), developed the concept of 'poiesis' in expressive arts therapy."
thinkers,سيلفيا ليما,Sylvia Lane,thk-slima,1980-1996,علم نفس التحرير (Liberation Psychology),VERIFIED,"Real, documented figure (Sylvia Lane, Brazil) cited alongside Ignacio Martín-Baró and Bernardo Jiménez as an early contributor to Liberation Psychology."
thinkers,سونيا ليوبوميرسكي,Sonja Lyubomirsky,thk-slyubomirsky,1994,علم النفس الإيجابي (Seligman),VERIFIED,"Real, well-documented positive psychology/happiness researcher (Distinguished Professor, UC Riverside)."
thinkers,ستيفن مادِغان,Stephen Madigan,thk-smadigan,1996,العلاج السردي (Narrative Therapy),VERIFIED,"Real, well-documented narrative therapist, Director of the Vancouver School for Narrative Therapy (opened 1992)."
thinkers,شيلا ماكنامي,Sheila McNamee,thk-smcnamee,1990,البنائية الاجتماعية (Social Constructionism),VERIFIED,"Real, well-documented scholar, co-author with Kenneth Gergen of 'Therapy as Social Construction' (1992), major figure in social constructionist therapy."
thinkers,شيري ميد,Shery Mead,thk-smead,1998,br-peer-support,VERIFIED,"Real, well-documented founder of Intentional Peer Support (IPS)."
thinkers,ستيفان بايبِر,Stefan B. Piper,thk-spiper,1995,علم النفس النقدي,UNCERTAIN,"Searched but found no evidence of a 'Stefan B. Piper' associated with critical psychology; results returned unrelated individuals of similar names."
thinkers,ستيفن بورجِس,Stephen W. Porges,thk-sporges,1994,TRE (تمارين إطلاق الصدمة),VERIFIED,"Real, well-documented neuroscientist, creator of Polyvagal Theory (1994). Note: he is not specifically the founder of TRE (Tension & Trauma Releasing Exercises, developed by David Berceli) — school label is an approximate/adjacent fit."
thinkers,غايلينا رودس,Galena K. Rhoades,thk-srhoades,2000,PREP (برنامج تعزيز العلاقة والوقاية),VERIFIED,"Real, well-documented clinical psychologist (Univ. of Denver), co-author of PREP-related relationship research and 'Fighting for Your Marriage.'"
thinkers,ستانلي روزنبرغ,Stanley Rosenberg,thk-srosenberg,2010,العلاج المستنير عصبيًا/بولفاغال,VERIFIED,"Real, well-documented author of 'Accessing the Healing Power of the Vagus Nerve,' polyvagal-informed bodywork."
thinkers,ستيفن روس,Stephen Ross,thk-sross,2009,العلاج بمساعدة psilocybin,VERIFIED,"Real, well-documented NYU psychiatrist, leading figure in psilocybin-assisted psychotherapy research."
thinkers,شارون سالزبرغ,Sharon Salzberg,thk-ssalzberg,1985,العلاج النفسي التأملي,VERIFIED,"Real, well-documented meditation teacher, co-founder of the Insight Meditation Society; widely influential in contemplative/mindfulness-informed psychotherapy."
thinkers,سونيا شونوالد,Sonja K. Schoenwald,thk-sschoenwald,1990,العلاج متعدد الأجهزة (MST),VERIFIED,"Real, well-documented co-founder of MST Services and key MST implementation researcher, alongside Scott Henggeler."
thinkers,سعدية شيخ,Sa'diyya Shaikh,thk-sshaikh,2005,علم النفس الإسلامي/العلاج النفسي الصوفي,VERIFIED,"Real, well-documented scholar (Professor of Religious Studies, Univ. of Cape Town), work on Sufism, Islamic feminism, and gender ethics."
thinkers,سوزان سبيير,Susan A. Speer,thk-sspeer,2002,علم النفس الخطابي (Discursive Psychology),VERIFIED,"Real, well-documented academic (Univ. of Manchester), publishes extensively in discursive psychology/conversation analysis."
thinkers,ستيفن لانكتون,Stephen R. Lankton,thk-stephen-lankton,1975,التنويم الإريكسوني,VERIFIED,"Real, well-documented psychotherapist and Editor-in-Chief of the American Journal of Clinical Hypnosis; major Ericksonian hypnotherapy author."
thinkers,ستيفن تالي,Stephen F. Talley,thk-stephen-talley,2015,br-discernment-counseling,UNCERTAIN,"Searched but found no clear match for a 'Stephen F. Talley' as founder/major figure of Discernment Counseling; that field is associated with William J. Doherty and Steven M. Harris (see thk-stevenharris-dc). Only unrelated individuals of similar name surfaced (child-trauma researcher 'Stephen E. Talley,' clergy-mentoring researcher)."
thinkers,ستيفن بورغس,Stephen Burgess,thk-stephenburgess,2015,طريقة فيلدنكرايس,UNCERTAIN,"Searched but found no evidence of a 'Stephen Burgess' associated with the Feldenkrais Method; only unrelated individuals of the same name surfaced."
thinkers,ستيفن هاريس,Steven M. Harris,thk-stevenharris-dc,2010,Discernment Counseling (الاستشارة التمييزية),VERIFIED,"Real, well-documented Professor at the University of Minnesota, a leading figure (with William Doherty) in developing and researching Discernment Counseling."
